"subject","trial_num","step2resp","step1resp","step2state","reward"
"EEGTDPRJ324F01F2",20,2,2,2,0
"EEGTDPRJ324F01F2",21,2,2,3,1
"EEGTDPRJ324F01F2",22,2,2,3,0
"EEGTDPRJ324F01F2",23,2,2,2,1
"EEGTDPRJ324F01F2",24,2,2,2,0
"EEGTDPRJ324F01F2",25,2,2,3,0
"EEGTDPRJ324F01F2",26,2,2,3,1
"EEGTDPRJ324F01F2",27,2,2,3,1
"EEGTDPRJ324F01F2",28,2,2,2,0
"EEGTDPRJ324F01F2",29,1,2,2,1
"EEGTDPRJ324F01F2",30,2,2,3,1
"EEGTDPRJ324F01F2",31,2,2,3,1
"EEGTDPRJ324F01F2",32,2,2,3,1
"EEGTDPRJ324F01F2",33,2,2,3,1
"EEGTDPRJ324F01F2",34,2,2,3,1
"EEGTDPRJ324F01F2",35,1,2,2,1
"EEGTDPRJ324F01F2",36,1,2,2,0
"EEGTDPRJ324F01F2",37,2,2,3,0
"EEGTDPRJ324F01F2",38,2,2,2,0
"EEGTDPRJ324F01F2",39,2,2,3,0
"EEGTDPRJ324F01F2",40,2,2,3,0
"EEGTDPRJ324F01F2",41,1,1,2,1
"EEGTDPRJ324F01F2",42,1,1,3,1
"EEGTDPRJ324F01F2",43,1,1,2,0
"EEGTDPRJ324F01F2",44,NA,1,2,NA
"EEGTDPRJ324F01F2",45,2,2,2,0
"EEGTDPRJ324F01F2",46,2,2,3,1
"EEGTDPRJ324F01F2",47,2,2,3,1
"EEGTDPRJ324F01F2",48,2,2,3,1
"EEGTDPRJ324F01F2",49,1,2,2,0
"EEGTDPRJ324F01F2",50,2,2,2,0
"EEGTDPRJ324F01F2",51,2,2,3,0
"EEGTDPRJ324F01F2",52,2,2,3,1
"EEGTDPRJ324F01F2",53,2,2,3,0
"EEGTDPRJ324F01F2",54,2,2,3,0
"EEGTDPRJ324F01F2",55,1,1,2,1
"EEGTDPRJ324F01F2",56,1,1,2,1
"EEGTDPRJ324F01F2",57,1,1,2,1
"EEGTDPRJ324F01F2",58,1,1,2,1
"EEGTDPRJ324F01F2",59,1,1,2,1
"EEGTDPRJ324F01F2",60,1,1,2,1
"EEGTDPRJ324F01F2",61,1,1,2,1
"EEGTDPRJ324F01F2",62,1,1,2,1
"EEGTDPRJ324F01F2",63,1,1,2,1
"EEGTDPRJ324F01F2",64,1,1,2,1
"EEGTDPRJ324F01F2",65,1,1,2,1
"EEGTDPRJ324F01F2",66,1,1,2,0
"EEGTDPRJ324F01F2",67,2,1,3,1
"EEGTDPRJ324F01F2",68,1,1,2,1
"EEGTDPRJ324F01F2",69,1,1,2,1
"EEGTDPRJ324F01F2",70,1,1,2,0
"EEGTDPRJ324F01F2",71,1,1,2,1
"EEGTDPRJ324F01F2",72,1,1,2,1
"EEGTDPRJ324F01F2",73,1,1,2,1
"EEGTDPRJ324F01F2",74,1,1,2,0
"EEGTDPRJ324F01F2",75,2,2,2,0
"EEGTDPRJ324F01F2",76,2,2,3,0
"EEGTDPRJ324F01F2",77,2,2,2,0
"EEGTDPRJ324F01F2",78,1,2,2,0
"EEGTDPRJ324F01F2",79,NA,NA,NA,NA
"EEGTDPRJ324F01F2",80,1,2,3,0
"EEGTDPRJ324F01F2",81,2,2,3,1
"EEGTDPRJ324F01F2",82,2,2,2,1
"EEGTDPRJ324F01F2",83,1,2,3,0
"EEGTDPRJ324F01F2",84,2,2,3,0
"EEGTDPRJ324F01F2",85,2,2,3,0
"EEGTDPRJ324F01F2",86,2,2,3,0
"EEGTDPRJ324F01F2",87,1,2,3,0
"EEGTDPRJ324F01F2",88,1,2,3,1
"EEGTDPRJ324F01F2",89,1,2,3,1
"EEGTDPRJ324F01F2",90,1,2,2,1
"EEGTDPRJ324F01F2",91,1,2,2,1
"EEGTDPRJ324F01F2",92,1,2,2,0
"EEGTDPRJ324F01F2",93,1,2,3,1
"EEGTDPRJ324F01F2",94,1,2,3,0
"EEGTDPRJ324F01F2",95,2,2,2,1
"EEGTDPRJ324F01F2",96,2,2,3,1
"EEGTDPRJ324F01F2",97,2,2,3,0
"EEGTDPRJ324F01F2",98,2,2,3,1
"EEGTDPRJ324F01F2",99,2,2,3,0
"EEGTDPRJ324F01F2",100,NA,NA,NA,NA
"EEGTDPRJ324F01F2",101,1,2,3,0
"EEGTDPRJ324F01F2",102,1,1,2,0
"EEGTDPRJ324F01F2",103,1,1,3,0
"EEGTDPRJ324F01F2",104,2,1,2,0
"EEGTDPRJ324F01F2",105,1,1,2,1
"EEGTDPRJ324F01F2",106,1,1,2,0
"EEGTDPRJ324F01F2",107,2,1,2,1
"EEGTDPRJ324F01F2",108,2,1,2,0
"EEGTDPRJ324F01F2",109,2,2,3,0
"EEGTDPRJ324F01F2",110,NA,2,3,NA
"EEGTDPRJ324F01F2",111,2,2,3,1
"EEGTDPRJ324F01F2",112,2,2,3,1
"EEGTDPRJ324F01F2",113,1,2,2,1
"EEGTDPRJ324F01F2",114,2,2,3,1
"EEGTDPRJ324F01F2",115,2,2,3,1
"EEGTDPRJ324F01F2",116,2,2,3,0
"EEGTDPRJ324F01F2",117,2,2,3,1
"EEGTDPRJ324F01F2",118,2,2,3,0
"EEGTDPRJ324F01F2",119,2,2,2,0
"EEGTDPRJ324F01F2",120,2,2,3,0
"EEGTDPRJ324F01F2",121,2,2,3,1
"EEGTDPRJ324F01F2",122,2,2,2,1
"EEGTDPRJ324F01F2",123,2,2,3,0
"EEGTDPRJ324F01F2",124,2,2,3,1
"EEGTDPRJ324F01F2",125,2,2,2,0
"EEGTDPRJ324F01F2",126,2,2,2,1
"EEGTDPRJ324F01F2",127,2,2,3,1
"EEGTDPRJ324F01F2",128,2,2,3,1
"EEGTDPRJ324F01F2",129,2,2,2,1
"EEGTDPRJ324F01F2",130,2,2,3,0
"EEGTDPRJ324F01F2",131,2,2,3,1
"EEGTDPRJ324F01F2",132,2,2,3,1
"EEGTDPRJ324F01F2",133,2,2,2,0
"EEGTDPRJ324F01F2",134,1,2,2,1
"EEGTDPRJ324F01F2",135,1,2,3,1
"EEGTDPRJ324F01F2",136,1,2,2,0
"EEGTDPRJ324F01F2",137,1,2,3,1
"EEGTDPRJ324F01F2",138,1,2,2,1
"EEGTDPRJ324F01F2",139,1,2,3,0
"EEGTDPRJ324F01F2",140,1,2,3,0
"EEGTDPRJ324F01F2",141,2,2,2,0
"EEGTDPRJ324F01F2",142,1,2,2,1
"EEGTDPRJ324F01F2",143,1,2,2,0
"EEGTDPRJ324F01F2",144,2,2,2,1
"EEGTDPRJ324F01F2",145,2,2,3,1
"EEGTDPRJ324F01F2",146,2,2,3,0
"EEGTDPRJ324F01F2",147,1,2,2,1
"EEGTDPRJ324F01F2",148,1,2,3,1
"EEGTDPRJ324F01F2",149,1,2,2,1
"EEGTDPRJ324F01F2",150,2,2,3,1
"EEGTDPRJ33DA6639",1,2,2,3,1
"EEGTDPRJ33DA6639",2,1,1,3,0
"EEGTDPRJ33DA6639",3,1,2,3,0
"EEGTDPRJ33DA6639",4,2,1,2,0
"EEGTDPRJ33DA6639",5,2,1,3,1
"EEGTDPRJ33DA6639",6,1,2,2,0
"EEGTDPRJ33DA6639",7,2,1,2,0
"EEGTDPRJ33DA6639",8,NA,1,2,NA
"EEGTDPRJ33DA6639",9,1,1,2,1
"EEGTDPRJ33DA6639",10,2,2,3,0
"EEGTDPRJ33DA6639",11,2,1,3,0
"EEGTDPRJ33DA6639",12,1,1,2,0
"EEGTDPRJ33DA6639",13,2,1,2,1
"EEGTDPRJ33DA6639",14,1,2,3,0
"EEGTDPRJ33DA6639",15,2,2,3,1
"EEGTDPRJ33DA6639",16,2,1,2,1
"EEGTDPRJ33DA6639",17,2,1,2,0
"EEGTDPRJ33DA6639",18,1,1,2,0
"EEGTDPRJ33DA6639",19,2,1,2,1
"EEGTDPRJ33DA6639",20,1,2,2,0
"EEGTDPRJ33DA6639",21,2,2,2,1
"EEGTDPRJ33DA6639",22,1,1,3,0
"EEGTDPRJ33DA6639",23,2,1,3,1
"EEGTDPRJ33DA6639",24,2,2,3,0
"EEGTDPRJ33DA6639",25,1,2,3,0
"EEGTDPRJ33DA6639",26,2,2,2,1
"EEGTDPRJ33DA6639",27,1,2,2,0
"EEGTDPRJ33DA6639",28,1,2,3,1
"EEGTDPRJ33DA6639",29,2,2,3,1
"EEGTDPRJ33DA6639",30,1,1,2,1
"EEGTDPRJ33DA6639",31,1,2,2,0
"EEGTDPRJ33DA6639",32,1,2,2,0
"EEGTDPRJ33DA6639",33,2,2,3,0
"EEGTDPRJ33DA6639",34,1,1,2,1
"EEGTDPRJ33DA6639",35,2,1,2,0
"EEGTDPRJ33DA6639",36,1,1,2,0
"EEGTDPRJ33DA6639",37,2,2,3,1
"EEGTDPRJ33DA6639",38,2,1,2,1
"EEGTDPRJ33DA6639",39,2,2,3,1
"EEGTDPRJ33DA6639",40,2,1,2,1
"EEGTDPRJ33DA6639",41,2,1,2,1
"EEGTDPRJ33DA6639",42,2,1,2,1
"EEGTDPRJ33DA6639",43,2,1,2,1
"EEGTDPRJ33DA6639",44,1,2,3,1
"EEGTDPRJ33DA6639",45,2,1,2,0
"EEGTDPRJ33DA6639",46,1,1,2,1
"EEGTDPRJ33DA6639",47,1,1,2,1
"EEGTDPRJ33DA6639",48,1,2,3,0
"EEGTDPRJ33DA6639",49,1,2,2,1
"EEGTDPRJ33DA6639",50,2,2,3,1
"EEGTDPRJ33DA6639",51,2,1,2,1
"EEGTDPRJ33DA6639",52,2,1,2,0
"EEGTDPRJ33DA6639",53,2,1,2,1
"EEGTDPRJ33DA6639",54,1,1,2,1
"EEGTDPRJ33DA6639",55,2,2,3,1
"EEGTDPRJ33DA6639",56,2,1,2,0
"EEGTDPRJ33DA6639",57,1,2,2,0
"EEGTDPRJ33DA6639",58,2,1,2,0
"EEGTDPRJ33DA6639",59,1,2,2,0
"EEGTDPRJ33DA6639",60,2,2,2,0
"EEGTDPRJ33DA6639",61,1,1,2,1
"EEGTDPRJ33DA6639",62,1,1,2,1
"EEGTDPRJ33DA6639",63,2,2,3,0
"EEGTDPRJ33DA6639",64,1,2,3,1
"EEGTDPRJ33DA6639",65,1,2,3,0
"EEGTDPRJ33DA6639",66,2,2,3,1
"EEGTDPRJ33DA6639",67,2,2,2,0
"EEGTDPRJ33DA6639",68,1,2,2,1
"EEGTDPRJ33DA6639",69,1,2,3,1
"EEGTDPRJ33DA6639",70,2,1,2,0
"EEGTDPRJ33DA6639",71,1,1,2,0
"EEGTDPRJ33DA6639",72,1,1,2,0
"EEGTDPRJ33DA6639",73,2,1,2,0
"EEGTDPRJ33DA6639",74,1,1,3,1
"EEGTDPRJ33DA6639",75,2,1,2,1
"EEGTDPRJ33DA6639",76,2,2,2,0
"EEGTDPRJ33DA6639",77,1,2,3,1
"EEGTDPRJ33DA6639",78,1,2,3,1
"EEGTDPRJ33DA6639",79,1,2,3,0
"EEGTDPRJ33DA6639",80,1,1,2,1
"EEGTDPRJ33DA6639",81,1,1,3,0
"EEGTDPRJ33DA6639",82,1,1,2,0
"EEGTDPRJ33DA6639",83,2,1,2,0
"EEGTDPRJ33DA6639",84,1,1,3,0
"EEGTDPRJ33DA6639",85,2,2,3,0
"EEGTDPRJ33DA6639",86,2,1,2,1
"EEGTDPRJ33DA6639",87,1,1,2,0
"EEGTDPRJ33DA6639",88,2,1,2,1
"EEGTDPRJ33DA6639",89,2,1,2,1
"EEGTDPRJ33DA6639",90,2,1,2,0
"EEGTDPRJ33DA6639",91,1,1,2,1
"EEGTDPRJ33DA6639",92,1,1,2,1
"EEGTDPRJ33DA6639",93,1,2,3,0
"EEGTDPRJ33DA6639",94,2,2,3,1
"EEGTDPRJ33DA6639",95,2,2,3,1
"EEGTDPRJ33DA6639",96,2,2,3,0
"EEGTDPRJ33DA6639",97,1,2,2,1
"EEGTDPRJ33DA6639",98,1,1,2,1
"EEGTDPRJ33DA6639",99,1,1,3,0
"EEGTDPRJ33DA6639",100,1,2,3,1
"EEGTDPRJ33DA6639",101,2,2,2,1
"EEGTDPRJ33DA6639",102,1,2,3,0
"EEGTDPRJ33DA6639",103,2,2,3,1
"EEGTDPRJ33DA6639",104,2,2,3,0
"EEGTDPRJ33DA6639",105,2,1,2,0
"EEGTDPRJ33DA6639",106,1,1,3,0
"EEGTDPRJ33DA6639",107,2,2,3,0
"EEGTDPRJ33DA6639",108,1,2,3,1
"EEGTDPRJ33DA6639",109,2,1,2,0
"EEGTDPRJ33DA6639",110,1,1,2,1
"EEGTDPRJ33DA6639",111,2,1,3,1
"EEGTDPRJ33DA6639",112,1,1,2,1
"EEGTDPRJ33DA6639",113,1,1,2,0
"EEGTDPRJ33DA6639",114,1,2,2,0
"EEGTDPRJ33DA6639",115,1,2,3,1
"EEGTDPRJ33DA6639",116,1,2,3,0
"EEGTDPRJ33DA6639",117,2,2,2,0
"EEGTDPRJ33DA6639",118,1,2,3,0
"EEGTDPRJ33DA6639",119,2,2,3,1
"EEGTDPRJ33DA6639",120,2,2,3,1
"EEGTDPRJ33DA6639",121,2,2,3,0
"EEGTDPRJ33DA6639",122,2,2,3,0
"EEGTDPRJ33DA6639",123,1,1,2,0
"EEGTDPRJ33DA6639",124,2,1,3,0
"EEGTDPRJ33DA6639",125,1,1,2,1
"EEGTDPRJ33DA6639",126,1,1,2,0
"EEGTDPRJ33DA6639",127,2,1,2,0
"EEGTDPRJ33DA6639",128,1,1,2,1
"EEGTDPRJ33DA6639",129,1,2,3,0
"EEGTDPRJ33DA6639",130,2,2,3,1
"EEGTDPRJ33DA6639",131,2,2,3,1
"EEGTDPRJ33DA6639",132,2,2,3,1
"EEGTDPRJ33DA6639",133,2,2,3,0
"EEGTDPRJ33DA6639",134,1,1,2,1
"EEGTDPRJ33DA6639",135,1,1,2,0
"EEGTDPRJ33DA6639",136,2,1,2,1
"EEGTDPRJ33DA6639",137,2,1,2,1
"EEGTDPRJ33DA6639",138,2,1,3,1
"EEGTDPRJ33DA6639",139,2,1,2,0
"EEGTDPRJ33DA6639",140,1,1,2,0
"EEGTDPRJ33DA6639",141,1,2,2,1
"EEGTDPRJ33DA6639",142,2,2,3,1
"EEGTDPRJ33DA6639",143,2,2,2,1
"EEGTDPRJ33DA6639",144,1,2,3,0
"EEGTDPRJ33DA6639",145,2,2,3,0
"EEGTDPRJ33DA6639",146,1,2,3,1
"EEGTDPRJ33DA6639",147,1,2,3,0
"EEGTDPRJ33DA6639",148,2,2,3,1
"EEGTDPRJ33DA6639",149,1,1,2,1
"EEGTDPRJ33DA6639",150,2,1,2,0
"EEGTDPRJ345FD7EA",1,NA,NA,NA,NA
"EEGTDPRJ345FD7EA",2,1,1,2,0
"EEGTDPRJ345FD7EA",3,1,1,3,1
"EEGTDPRJ345FD7EA",4,2,1,2,1
"EEGTDPRJ345FD7EA",5,1,1,3,0
"EEGTDPRJ345FD7EA",6,2,1,2,0
"EEGTDPRJ345FD7EA",7,2,2,2,1
"EEGTDPRJ345FD7EA",8,2,2,2,1
"EEGTDPRJ345FD7EA",9,1,2,3,1
"EEGTDPRJ345FD7EA",10,2,1,2,0
"EEGTDPRJ345FD7EA",11,2,1,3,0
"EEGTDPRJ345FD7EA",12,2,1,2,1
"EEGTDPRJ345FD7EA",13,1,2,3,1
"EEGTDPRJ345FD7EA",14,2,1,2,0
"EEGTDPRJ345FD7EA",15,1,2,3,1
"EEGTDPRJ345FD7EA",16,1,2,3,1
"EEGTDPRJ345FD7EA",17,1,1,2,0
"EEGTDPRJ345FD7EA",18,1,2,3,0
"EEGTDPRJ345FD7EA",19,1,2,3,0
"EEGTDPRJ345FD7EA",20,1,2,2,0
"EEGTDPRJ345FD7EA",21,2,2,2,1
"EEGTDPRJ345FD7EA",22,2,1,3,1
"EEGTDPRJ345FD7EA",23,2,1,3,1
"EEGTDPRJ345FD7EA",24,2,2,3,0
"EEGTDPRJ345FD7EA",25,2,1,2,1
"EEGTDPRJ345FD7EA",26,2,1,3,1
"EEGTDPRJ345FD7EA",27,2,1,3,0
"EEGTDPRJ345FD7EA",28,2,2,3,1
"EEGTDPRJ345FD7EA",29,2,2,3,1
"EEGTDPRJ345FD7EA",30,2,1,2,1
"EEGTDPRJ345FD7EA",31,2,1,3,0
"EEGTDPRJ345FD7EA",32,2,2,2,0
"EEGTDPRJ345FD7EA",33,2,2,3,0
"EEGTDPRJ345FD7EA",34,1,1,2,1
"EEGTDPRJ345FD7EA",35,1,1,2,0
"EEGTDPRJ345FD7EA",36,1,2,3,0
"EEGTDPRJ345FD7EA",37,2,2,3,1
"EEGTDPRJ345FD7EA",38,1,1,2,1
"EEGTDPRJ345FD7EA",39,1,1,2,1
"EEGTDPRJ345FD7EA",40,2,2,3,1
"EEGTDPRJ345FD7EA",41,1,1,2,1
"EEGTDPRJ345FD7EA",42,1,1,2,1
"EEGTDPRJ345FD7EA",43,2,2,3,1
"EEGTDPRJ345FD7EA",44,1,1,2,1
"EEGTDPRJ345FD7EA",45,2,2,3,0
"EEGTDPRJ345FD7EA",46,1,1,2,1
"EEGTDPRJ345FD7EA",47,1,2,3,1
"EEGTDPRJ345FD7EA",48,1,1,2,0
"EEGTDPRJ345FD7EA",49,1,2,2,1
"EEGTDPRJ345FD7EA",50,1,2,3,0
"EEGTDPRJ345FD7EA",51,2,2,3,1
"EEGTDPRJ345FD7EA",52,1,1,2,0
"EEGTDPRJ345FD7EA",53,2,2,3,1
"EEGTDPRJ345FD7EA",54,2,1,2,1
"EEGTDPRJ345FD7EA",55,2,1,2,1
"EEGTDPRJ345FD7EA",56,2,2,3,0
"EEGTDPRJ345FD7EA",57,2,2,2,0
"EEGTDPRJ345FD7EA",58,1,2,3,0
"EEGTDPRJ345FD7EA",59,2,1,3,0
"EEGTDPRJ345FD7EA",60,2,2,2,0
"EEGTDPRJ345FD7EA",61,1,1,2,1
"EEGTDPRJ345FD7EA",62,1,1,2,1
"EEGTDPRJ345FD7EA",63,1,1,2,0
"EEGTDPRJ345FD7EA",64,1,2,3,1
"EEGTDPRJ345FD7EA",65,1,2,3,0
"EEGTDPRJ345FD7EA",66,1,1,2,1
"EEGTDPRJ345FD7EA",67,2,2,2,0
"EEGTDPRJ345FD7EA",68,1,2,2,1
"EEGTDPRJ345FD7EA",69,1,1,2,1
"EEGTDPRJ345FD7EA",70,1,1,2,0
"EEGTDPRJ345FD7EA",71,1,2,3,0
"EEGTDPRJ345FD7EA",72,2,2,3,0
"EEGTDPRJ345FD7EA",73,2,1,2,0
"EEGTDPRJ345FD7EA",74,1,1,3,1
"EEGTDPRJ345FD7EA",75,1,1,2,1
"EEGTDPRJ345FD7EA",76,1,1,3,0
"EEGTDPRJ345FD7EA",77,1,1,2,1
"EEGTDPRJ345FD7EA",78,2,1,2,1
"EEGTDPRJ345FD7EA",79,1,1,2,1
"EEGTDPRJ345FD7EA",80,2,2,3,1
"EEGTDPRJ345FD7EA",81,2,1,3,0
"EEGTDPRJ345FD7EA",82,1,2,3,0
"EEGTDPRJ345FD7EA",83,1,1,2,0
"EEGTDPRJ345FD7EA",84,2,1,3,1
"EEGTDPRJ345FD7EA",85,2,1,2,1
"EEGTDPRJ345FD7EA",86,2,1,2,1
"EEGTDPRJ345FD7EA",87,2,2,3,0
"EEGTDPRJ345FD7EA",88,1,2,3,1
"EEGTDPRJ345FD7EA",89,1,2,3,0
"EEGTDPRJ345FD7EA",90,1,1,2,0
"EEGTDPRJ345FD7EA",91,2,1,2,1
"EEGTDPRJ345FD7EA",92,2,1,2,1
"EEGTDPRJ345FD7EA",93,1,1,2,0
"EEGTDPRJ345FD7EA",94,2,2,3,1
"EEGTDPRJ345FD7EA",95,2,1,2,1
"EEGTDPRJ345FD7EA",96,2,2,3,0
"EEGTDPRJ345FD7EA",97,2,2,2,0
"EEGTDPRJ345FD7EA",98,1,1,2,1
"EEGTDPRJ345FD7EA",99,1,2,2,0
"EEGTDPRJ345FD7EA",100,1,2,3,1
"EEGTDPRJ345FD7EA",101,1,2,2,1
"EEGTDPRJ345FD7EA",102,1,1,2,0
"EEGTDPRJ345FD7EA",103,1,2,3,1
"EEGTDPRJ345FD7EA",104,1,2,3,0
"EEGTDPRJ345FD7EA",105,2,2,3,0
"EEGTDPRJ345FD7EA",106,1,1,3,0
"EEGTDPRJ345FD7EA",107,1,1,2,1
"EEGTDPRJ345FD7EA",108,2,2,3,1
"EEGTDPRJ345FD7EA",109,2,2,3,0
"EEGTDPRJ345FD7EA",110,1,1,2,1
"EEGTDPRJ345FD7EA",111,1,2,2,1
"EEGTDPRJ345FD7EA",112,2,2,3,0
"EEGTDPRJ345FD7EA",113,1,1,2,0
"EEGTDPRJ345FD7EA",114,2,2,2,0
"EEGTDPRJ345FD7EA",115,2,2,3,1
"EEGTDPRJ345FD7EA",116,1,1,2,0
"EEGTDPRJ345FD7EA",117,2,1,3,0
"EEGTDPRJ345FD7EA",118,2,1,2,0
"EEGTDPRJ345FD7EA",119,1,1,2,1
"EEGTDPRJ345FD7EA",120,1,1,2,1
"EEGTDPRJ345FD7EA",121,2,2,3,0
"EEGTDPRJ345FD7EA",122,2,2,3,0
"EEGTDPRJ345FD7EA",123,2,2,3,0
"EEGTDPRJ345FD7EA",124,1,1,3,0
"EEGTDPRJ345FD7EA",125,1,1,2,1
"EEGTDPRJ345FD7EA",126,1,2,3,0
"EEGTDPRJ345FD7EA",127,2,2,3,0
"EEGTDPRJ345FD7EA",128,1,1,2,1
"EEGTDPRJ345FD7EA",129,2,1,2,0
"EEGTDPRJ345FD7EA",130,2,2,3,1
"EEGTDPRJ345FD7EA",131,1,1,2,1
"EEGTDPRJ345FD7EA",132,2,2,3,1
"EEGTDPRJ345FD7EA",133,1,1,2,0
"EEGTDPRJ345FD7EA",134,2,1,2,1
"EEGTDPRJ345FD7EA",135,2,1,2,0
"EEGTDPRJ345FD7EA",136,2,2,3,1
"EEGTDPRJ345FD7EA",137,2,1,2,1
"EEGTDPRJ345FD7EA",138,2,2,2,1
"EEGTDPRJ345FD7EA",139,2,2,3,0
"EEGTDPRJ345FD7EA",140,1,2,3,0
"EEGTDPRJ345FD7EA",141,2,1,3,1
"EEGTDPRJ345FD7EA",142,2,1,2,1
"EEGTDPRJ345FD7EA",143,2,2,2,1
"EEGTDPRJ345FD7EA",144,2,1,2,0
"EEGTDPRJ345FD7EA",145,2,2,3,0
"EEGTDPRJ345FD7EA",146,1,2,3,1
"EEGTDPRJ345FD7EA",147,1,2,3,0
"EEGTDPRJ345FD7EA",148,1,2,3,0
"EEGTDPRJ345FD7EA",149,2,1,2,1
"EEGTDPRJ345FD7EA",150,2,2,3,0
"EEGTDPRJ35BA9DBA",1,NA,1,2,NA
"EEGTDPRJ35BA9DBA",2,2,1,2,1
"EEGTDPRJ35BA9DBA",3,1,2,3,0
"EEGTDPRJ35BA9DBA",4,1,1,2,0
"EEGTDPRJ35BA9DBA",5,2,2,3,0
"EEGTDPRJ35BA9DBA",6,1,1,2,1
"EEGTDPRJ35BA9DBA",7,1,2,3,1
"EEGTDPRJ35BA9DBA",8,1,2,3,1
"EEGTDPRJ35BA9DBA",9,2,2,3,1
"EEGTDPRJ35BA9DBA",10,2,1,2,1
"EEGTDPRJ35BA9DBA",11,2,1,2,0
"EEGTDPRJ35BA9DBA",12,1,2,3,1
"EEGTDPRJ35BA9DBA",13,1,1,3,1
"EEGTDPRJ35BA9DBA",14,2,2,2,1
"EEGTDPRJ35BA9DBA",15,NA,2,3,NA
"EEGTDPRJ35BA9DBA",16,2,1,2,1
"EEGTDPRJ35BA9DBA",17,1,2,3,0
"EEGTDPRJ35BA9DBA",18,2,1,3,0
"EEGTDPRJ35BA9DBA",19,2,2,2,1
"EEGTDPRJ35BA9DBA",20,2,1,2,1
"EEGTDPRJ35BA9DBA",21,2,2,3,0
"EEGTDPRJ35BA9DBA",22,1,2,2,1
"EEGTDPRJ35BA9DBA",23,2,1,2,1
"EEGTDPRJ35BA9DBA",24,2,1,2,0
"EEGTDPRJ35BA9DBA",25,1,2,3,1
"EEGTDPRJ35BA9DBA",26,NA,1,3,NA
"EEGTDPRJ35BA9DBA",27,2,1,2,1
"EEGTDPRJ35BA9DBA",28,1,1,3,1
"EEGTDPRJ35BA9DBA",29,1,2,3,0
"EEGTDPRJ35BA9DBA",30,2,1,2,1
"EEGTDPRJ35BA9DBA",31,1,2,3,0
"EEGTDPRJ35BA9DBA",32,2,2,3,1
"EEGTDPRJ35BA9DBA",33,2,2,3,0
"EEGTDPRJ35BA9DBA",34,1,1,2,0
"EEGTDPRJ35BA9DBA",35,2,1,2,1
"EEGTDPRJ35BA9DBA",36,2,2,3,1
"EEGTDPRJ35BA9DBA",37,2,1,2,1
"EEGTDPRJ35BA9DBA",38,2,1,2,1
"EEGTDPRJ35BA9DBA",39,1,1,2,1
"EEGTDPRJ35BA9DBA",40,2,2,3,0
"EEGTDPRJ35BA9DBA",41,2,2,2,1
"EEGTDPRJ35BA9DBA",42,1,1,3,1
"EEGTDPRJ35BA9DBA",43,1,2,3,1
"EEGTDPRJ35BA9DBA",44,2,2,3,1
"EEGTDPRJ35BA9DBA",45,1,2,3,1
"EEGTDPRJ35BA9DBA",46,2,2,3,1
"EEGTDPRJ35BA9DBA",47,2,1,2,1
"EEGTDPRJ35BA9DBA",48,2,2,2,0
"EEGTDPRJ35BA9DBA",49,1,2,3,1
"EEGTDPRJ35BA9DBA",50,2,1,2,1
"EEGTDPRJ35BA9DBA",51,2,1,2,1
"EEGTDPRJ35BA9DBA",52,2,1,2,1
"EEGTDPRJ35BA9DBA",53,1,1,2,0
"EEGTDPRJ35BA9DBA",54,2,1,2,0
"EEGTDPRJ35BA9DBA",55,1,1,3,1
"EEGTDPRJ35BA9DBA",56,2,1,2,0
"EEGTDPRJ35BA9DBA",57,1,1,2,1
"EEGTDPRJ35BA9DBA",58,1,1,2,0
"EEGTDPRJ35BA9DBA",59,1,1,2,1
"EEGTDPRJ35BA9DBA",60,1,2,2,0
"EEGTDPRJ35BA9DBA",61,2,2,3,0
"EEGTDPRJ35BA9DBA",62,1,2,3,0
"EEGTDPRJ35BA9DBA",63,1,2,2,0
"EEGTDPRJ35BA9DBA",64,2,1,2,0
"EEGTDPRJ35BA9DBA",65,1,1,2,0
"EEGTDPRJ35BA9DBA",66,2,1,2,1
"EEGTDPRJ35BA9DBA",67,2,2,2,1
"EEGTDPRJ35BA9DBA",68,2,1,2,1
"EEGTDPRJ35BA9DBA",69,1,2,3,1
"EEGTDPRJ35BA9DBA",70,1,2,3,1
"EEGTDPRJ35BA9DBA",71,1,2,3,1
"EEGTDPRJ35BA9DBA",72,2,2,3,1
"EEGTDPRJ35BA9DBA",73,2,2,3,0
"EEGTDPRJ35BA9DBA",74,1,2,2,0
"EEGTDPRJ35BA9DBA",75,NA,1,3,NA
"EEGTDPRJ35BA9DBA",76,2,1,2,1
"EEGTDPRJ35BA9DBA",77,2,1,2,1
"EEGTDPRJ35BA9DBA",78,2,1,2,0
"EEGTDPRJ35BA9DBA",79,1,1,2,1
"EEGTDPRJ35BA9DBA",80,2,1,2,1
"EEGTDPRJ35BA9DBA",81,1,1,2,0
"EEGTDPRJ35BA9DBA",82,1,1,3,1
"EEGTDPRJ35BA9DBA",83,NA,2,2,NA
"EEGTDPRJ35BA9DBA",84,2,1,2,1
"EEGTDPRJ35BA9DBA",85,1,2,3,1
"EEGTDPRJ35BA9DBA",86,1,2,3,1
"EEGTDPRJ35BA9DBA",87,1,2,3,0
"EEGTDPRJ35BA9DBA",88,2,2,3,0
"EEGTDPRJ35BA9DBA",89,1,2,3,1
"EEGTDPRJ35BA9DBA",90,1,2,3,1
"EEGTDPRJ35BA9DBA",91,2,2,2,0
"EEGTDPRJ35BA9DBA",92,2,1,2,1
